0.897058824;0.666666667;0.678571429;0.428571429;0.196194226;0.75;0.666666667;0.253968254;0.355029586;0.287340924;0.625;0.559655597;0.440251572;0.839662447;0.602409639;0.892857143;1;0.857142857
0.823529412;0.666666667;0.738095238;0.428571429;0.25;0.5;0;0.158730159;0.284023669;0.330207636;0.477941176;0.553505535;0.41509434;0.64978903;0.445783133;0.803571429;0.712871287;0.714285714
0.941176471;0.5;0.392857143;0.285714286;0.192913386;0.75;0.666666667;0.198412698;0.343195266;0.269926323;0.645098039;0.499384994;0.377358491;0.751054852;0.56626506;0.75;0.851485149;0.857142857
0.823529412;1;0.571428571;0.571428571;0.317585302;0;0;0.103174603;0.50591716;0.249832552;0.404411765;0.225092251;0.459119497;0.616033755;0.602409639;0.517857143;0.554455446;0.571428571
0.176470588;0.5;0.583333333;0.428571429;0.143044619;0.5;0;0.404761905;0.189349112;0.191560616;0.376960784;0.289052891;0.427672956;0.691983122;0.530120482;0.571428571;0.693069307;0.285714286
0.852941176;1;0.511904762;0.428571429;0.271653543;0.5;0;0.111111111;0.467455621;0.263228399;0.529411765;0.418204182;0.490566038;0.637130802;0.602409639;0.571428571;0.623762376;0.571428571
0.220588235;0.5;0.583333333;0.428571429;0.096456693;0.5;0;0.380952381;0.174556213;0.200937709;0.373039216;0.281672817;0.477987421;0.721518987;0.493975904;0.571428571;0.693069307;0.285714286
0.161764706;1;0.833333333;0.428571429;0.272965879;0;0;0.111111111;0.49112426;0.3596785;0.275490196;0;1;0.459915612;0.421686747;0;0.366336634;0.285714286
0.426470588;0.5;0.25;0.214285714;0.150918635;0.75;0.333333333;0.19047619;0.278106509;0.162759545;0.302941176;0.377613776;0.566037736;0.569620253;0.385542169;0.642857143;0.178217822;0.428571429
0.176470588;0.5;0.833333333;0.428571429;0.186351706;0.5;0;0.246031746;0.263313609;0.310113865;0.409803922;0.281672817;0.402515723;0.713080169;0.481927711;0.589285714;0.693069307;0.285714286
0.941176471;1;0.476190476;0.428571429;0.311023622;0;0;0.063492063;0.402366864;0.464166109;0.316176471;0;0.754716981;0.76371308;0.771084337;0.678571429;0.801980198;0.857142857
0.764705882;1;0.452380952;0.285714286;0.183070866;0.5;0;0.23015873;0.387573964;0.196249163;0.394607843;0.166051661;0.402515723;0.582278481;0.493975904;0.571428571;0.306930693;0.428571429
0.455882353;1;0.345238095;0.428571429;0.212598425;0;0;0.198412698;0.446745562;0.26054923;0.24754902;0;0.754716981;0.523206751;0.614457831;0.25;0.405940594;0.428571429
0.897058824;1;0.452380952;0.428571429;0.37664042;0;0;0.047619048;0.529585799;0.38245144;0.398529412;0.178351784;0.452830189;0.616033755;0.795180723;0.392857143;0.623762376;0.714285714
0.617647059;1;0.428571429;0.285714286;0.137139108;0.5;0;0.238095238;0.357988166;0.156061621;0.362745098;0.151291513;0.465408805;0.506329114;0.409638554;0.571428571;0.227722772;0.571428571
0.75;1;0.642857143;0.428571429;0.311023622;0;0;0.095238095;0.520710059;0.446751507;0.468137255;0.056580566;0.41509434;0.670886076;0.662650602;0.267857143;0.663366337;0.571428571
0.720588235;0.666666667;0.511904762;0.428571429;0.149606299;0.5;0;0.293650794;0.284023669;0.22371065;0.536764706;0.166051661;0.534591195;0.616033755;0.506024096;0.660714286;0.574257426;0.428571429
0.955882353;1;0.714285714;0.714285714;0.3667979;0.5;0;0.103174603;0.529585799;0.531145345;0.778921569;0.440344403;0.566037736;0.759493671;0.662650602;0.767857143;0.801980198;0.857142857
0.632352941;0.333333333;0.333333333;0.285714286;0.076115486;0;0;0.357142857;0.210059172;0.129269926;0.308823529;0.20295203;0.320754717;0.421940928;0.409638554;0.553571429;0.405940594;0.428571429
0.808823529;0.166666667;0.166666667;0.142857143;0.07152231;0.75;0.333333333;0.357142857;0.215976331;0.095780308;0.299019608;0.332103321;0.283018868;0.379746835;0.409638554;0.767857143;0.425742574;0.714285714
0.911764706;0.5;0.476190476;0.428571429;0.278215223;0;0;0.111111111;0.446745562;0.263228399;0.223039216;0;0.377358491;0.729957806;0.662650602;0.392857143;0.702970297;0.571428571
